url,url_xpath,load_more_products,plp_download_number,review_xpath_1,review_xpath_2,review_xpath_3

https://www.mwave.com.au/desktop-computers/mwave-computers,(//ul[@class='productList'])[2]//div[@class='secondColumn']//a,0,1,,,
https://www.mwave.com.au/searchresult?w=clearancesale&cnt=40&srt=0&isort=score&view=grid&af=type1%3Amonitors,//ul[@class='productList']//div[@class='name']//a,0,1,,,
https://www.mwave.com.au/wavey-deals,//div[@class='product']/a,0,1,,,
